employee_seniority_years,is_contractor,employee_classification,has_foreign_citizenship,has_criminal_record,has_medical_history,total_printed_pages,num_printed_pages_off_hours,total_files_burned,burned_from_other,is_abroad,trip_day_number,hostility_country_level,num_entries,num_unique_campus,late_exit_flag,entry_during_weekend,Actual,Predicted,Risk_Level
14,0,2,0,0,1,0,0,113,0,0,0.0,0,0,0,0,0,1,1,High
10,0,2,0,0,0,15,2,0,0,0,0.0,0,1,1,0,0,0,0,Low
13,0,2,0,0,0,59,0,0,0,0,0.0,0,1,1,0,0,1,1,High
17,0,2,0,0,0,33,0,95,1,0,0.0,0,2,1,0,0,1,1,High
17,0,2,0,0,0,2,0,78,0,0,0.0,0,1,1,0,0,1,1,High
26,1,2,0,0,0,45,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
17,0,2,0,0,0,9,3,0,0,0,0.0,0,1,1,0,0,0,0,Low
23,0,1,0,0,0,0,0,152,1,0,0.0,0,0,0,0,0,1,1,High
9,0,1,0,0,1,6,0,52,0,0,0.0,0,0,0,0,0,0,0,Low
1,1,2,1,0,0,11,0,0,0,0,0.0,0,4,1,0,0,1,1,High
25,0,2,0,0,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
3,0,1,1,0,0,2,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
26,0,3,0,0,0,13,6,64,0,0,0.0,0,1,1,0,0,1,1,High
3,0,2,0,0,1,0,0,101,0,0,0.0,0,1,1,0,0,1,1,High
16,0,2,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
6,0,2,0,1,0,0,0,9,0,0,0.0,0,2,1,0,0,0,0,Low
20,0,2,1,0,0,4,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
31,0,3,1,0,0,58,37,75,0,0,0.0,0,1,1,0,0,1,1,High
11,0,2,1,0,0,53,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
9,0,2,1,0,0,0,0,0,0,0,0.0,0,1,1,0,1,0,1,High
10,0,2,0,0,0,0,0,43,0,0,0.0,0,2,1,0,0,0,0,Low
0,0,2,0,0,0,0,0,91,0,0,0.0,0,1,1,0,0,1,1,High
15,0,3,0,0,0,0,0,4,0,0,0.0,0,0,0,0,0,1,1,High
8,0,3,0,0,0,0,0,0,0,1,4.0,2,0,0,0,0,1,1,High
11,0,1,0,0,0,67,0,7,0,0,0.0,0,0,0,0,0,1,1,High
12,0,1,1,0,0,2,0,8,0,0,0.0,0,1,1,0,0,0,0,Low
15,0,1,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
14,0,2,0,0,1,0,0,78,1,0,0.0,0,0,0,0,0,1,1,High
13,0,1,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,1,1,High
13,0,1,0,0,0,56,0,3,0,0,0.0,0,1,1,0,0,1,1,High
16,0,1,0,0,0,11,0,0,0,0,0.0,0,0,0,0,0,1,1,Medium
5,0,2,0,1,0,15,7,11,0,0,0.0,0,1,1,0,0,1,1,High
10,0,2,0,0,0,10,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
1,0,2,0,0,0,0,0,70,0,0,0.0,0,0,0,0,0,1,1,High
9,0,2,1,0,0,1,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
6,0,1,1,0,0,33,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
8,1,2,0,0,0,206,0,18,1,0,0.0,0,0,0,0,0,1,1,High
11,0,3,0,1,0,0,0,55,0,0,0.0,0,0,0,0,0,0,0,Low
15,0,1,0,0,0,5,0,46,0,0,0.0,0,0,0,0,0,0,0,Low
15,0,2,0,0,0,0,0,74,0,0,0.0,0,0,0,0,0,1,1,High
15,0,3,0,0,0,32,15,0,0,0,0.0,0,1,1,0,0,1,1,High
22,0,3,0,0,0,40,27,0,0,0,0.0,0,1,1,0,0,1,1,High
3,0,2,0,0,0,7,0,10,0,0,0.0,0,2,1,0,0,0,0,Low
4,0,3,0,0,0,0,0,77,1,0,0.0,0,0,0,0,0,1,1,High
12,0,1,0,0,0,44,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
3,0,2,0,0,0,40,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
8,0,1,1,0,0,17,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
25,0,2,0,0,0,23,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
6,0,1,0,0,1,195,0,0,0,0,0.0,0,2,2,0,0,1,1,High
10,0,2,0,0,1,2,1,2,0,0,0.0,0,1,1,0,0,1,1,High
3,0,2,0,0,0,25,0,0,0,0,0.0,0,1,1,0,0,1,1,High
10,0,2,0,0,0,0,0,130,0,0,0.0,0,1,1,0,0,1,1,High
14,0,2,0,0,0,0,0,74,1,0,0.0,0,3,1,0,0,1,1,High
5,0,1,0,0,0,13,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
25,0,1,0,0,0,0,0,99,0,0,0.0,0,1,3,0,0,1,1,High
16,0,3,1,1,0,21,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
8,0,3,0,0,0,7,4,0,0,0,0.0,0,0,0,0,0,1,1,High
13,0,3,0,0,0,0,0,81,0,0,0.0,0,1,1,0,0,1,1,High
9,0,2,0,0,0,0,0,112,1,0,0.0,0,1,1,0,1,1,1,High
21,0,1,0,0,0,23,0,24,0,0,0.0,0,0,0,0,0,0,0,Low
17,0,1,1,0,0,104,0,0,0,0,0.0,0,0,0,0,0,1,1,High
6,0,1,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
16,0,2,0,0,1,30,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
2,0,2,0,0,0,0,0,0,0,1,10.0,0,0,0,0,0,0,0,Low
21,0,3,1,0,0,12,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
14,0,2,0,0,1,16,7,81,0,0,0.0,0,2,1,0,0,1,1,High
10,0,1,1,0,1,1,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
17,0,2,0,0,0,0,0,78,0,0,0.0,0,0,0,0,0,1,1,High
24,0,2,0,0,1,0,0,33,0,0,0.0,0,0,0,0,0,0,0,Low
19,0,2,0,0,1,0,0,0,0,0,0.0,0,2,2,0,1,1,1,High
3,0,2,0,0,0,25,0,0,0,0,0.0,0,1,1,0,0,1,1,High
19,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
21,0,2,0,0,0,0,0,46,0,0,0.0,0,1,1,0,0,0,0,Low
9,0,3,0,0,0,11,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
5,0,2,1,0,0,0,0,10,0,0,0.0,0,0,0,0,0,0,0,Low
6,0,2,0,0,0,0,0,135,0,0,0.0,0,1,1,0,1,1,1,High
25,0,1,0,0,0,0,0,144,1,0,0.0,0,0,0,0,0,1,1,High
16,0,2,0,0,0,4,0,58,0,0,0.0,0,3,1,0,0,1,1,High
8,1,2,0,0,0,89,0,0,0,0,0.0,0,2,1,0,0,1,1,High
6,0,2,0,0,0,0,0,134,0,0,0.0,0,1,1,0,0,1,1,High
14,0,3,0,0,0,0,0,7,0,0,0.0,0,1,1,0,1,0,0,Low
31,0,3,1,0,0,11,0,62,0,0,0.0,0,1,1,0,0,1,1,High
15,0,3,0,0,0,53,35,84,0,0,0.0,0,3,1,0,0,1,1,High
16,0,3,0,0,1,0,0,70,0,0,0.0,0,0,0,0,0,1,1,High
11,0,3,0,0,0,17,2,0,0,0,0.0,0,1,1,0,0,0,0,Low
2,0,2,0,0,1,0,0,70,0,0,0.0,0,2,1,0,0,1,1,High
19,1,2,1,0,0,0,0,74,0,0,0.0,0,1,1,0,0,1,1,High
24,0,1,0,0,1,96,0,0,0,0,0.0,0,4,1,0,0,1,1,High
26,0,2,0,0,0,0,0,0,0,0,0.0,0,2,1,0,1,1,1,High
4,0,4,0,0,0,0,0,0,0,0,0.0,0,1,2,0,1,1,1,High
15,0,2,1,0,1,0,0,108,0,0,0.0,0,0,0,0,0,1,1,High
5,1,2,0,0,0,0,0,30,0,0,0.0,0,1,1,0,0,0,0,Low
15,0,3,0,0,0,0,0,111,0,0,0.0,0,1,1,0,1,1,1,High
15,0,3,0,1,0,10,0,11,0,0,0.0,0,0,0,0,0,0,0,Low
15,0,2,1,0,0,0,0,31,0,0,0.0,0,2,1,0,0,0,0,Low
8,0,2,0,0,1,6,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
9,0,1,0,0,1,19,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
26,0,1,0,0,0,3,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
2,0,2,1,0,0,139,71,0,0,0,0.0,0,1,3,0,1,1,1,High
15,0,1,0,0,0,34,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
25,0,1,0,0,0,0,0,75,0,0,0.0,0,0,0,0,0,1,1,High
19,0,1,0,0,0,73,0,0,0,0,0.0,0,2,1,0,1,1,1,High
8,0,2,0,0,0,0,0,25,0,0,0.0,0,2,1,0,1,0,0,Low
6,0,2,0,0,0,83,55,125,0,0,0.0,0,0,0,0,0,1,1,High
1,0,1,1,0,1,15,0,5,0,0,0.0,0,0,0,0,0,0,0,Low
24,0,2,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,1,High
21,0,2,0,0,0,0,0,35,0,0,0.0,0,0,0,0,0,0,0,Low
9,0,1,0,0,0,0,0,30,0,0,0.0,0,1,1,0,0,0,0,Low
24,0,1,0,0,1,135,0,0,0,0,0.0,0,3,1,0,0,1,1,High
31,0,3,1,0,0,92,46,0,0,0,0.0,0,1,1,0,0,1,1,High
10,0,3,1,0,0,0,0,0,0,0,0.0,0,2,1,0,1,0,0,Low
19,0,1,0,0,0,66,44,0,0,0,0.0,0,1,1,0,0,1,1,High
8,0,3,0,0,0,0,0,34,0,0,0.0,0,0,0,0,0,0,0,Low
10,0,1,1,0,1,26,7,0,0,0,0.0,0,0,0,0,0,0,0,Low
17,0,2,0,0,0,0,0,0,0,1,10.0,3,0,0,0,0,1,1,High
10,0,2,0,0,0,0,0,65,0,0,0.0,0,1,1,0,0,1,1,High
23,0,1,0,0,0,121,46,75,1,0,0.0,0,0,0,0,0,1,1,High
17,0,2,0,0,0,0,0,0,0,0,0.0,0,1,2,0,1,1,1,High
17,0,1,1,0,0,168,0,0,0,0,0.0,0,0,0,0,0,1,1,High
3,0,2,0,0,0,0,0,37,0,0,0.0,0,1,1,0,0,0,0,Low
16,0,3,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,Low
25,1,1,0,0,0,16,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
19,1,2,1,0,0,0,0,118,1,0,0.0,0,0,0,0,0,1,1,High
5,0,2,0,0,0,0,0,41,0,0,0.0,0,1,1,0,0,0,0,Low
15,0,2,1,0,1,0,0,90,0,0,0.0,0,0,0,0,0,1,1,High
14,0,2,0,0,0,0,0,118,0,0,0.0,0,1,1,0,0,1,1,High
9,0,2,1,0,0,0,0,0,0,1,5.0,0,0,0,0,0,1,1,High
13,0,2,0,0,0,42,0,0,0,0,0.0,0,1,1,0,0,1,1,High
17,0,2,0,0,1,7,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
7,0,3,1,0,0,0,0,2,0,0,0.0,0,0,0,0,0,1,1,High
0,0,1,0,0,0,15,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
24,0,3,0,0,0,0,0,47,0,0,0.0,0,2,1,0,0,0,0,Low
12,0,2,0,0,0,13,0,0,0,0,0.0,0,1,1,0,0,1,1,Medium
11,0,1,0,0,0,59,40,33,0,0,0.0,0,0,0,0,0,1,1,High
15,0,2,1,0,0,0,0,125,0,0,0.0,0,2,1,0,0,1,1,High
7,0,1,0,0,1,70,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
11,0,1,0,0,0,0,0,46,0,0,0.0,0,2,1,0,0,0,0,Low
23,0,1,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
24,0,2,1,0,0,17,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
9,1,3,0,0,0,0,0,91,0,0,0.0,0,2,1,0,0,1,1,High
1,0,2,0,0,0,34,19,66,0,0,0.0,0,0,0,0,0,1,1,High
9,0,1,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
7,0,1,0,0,0,0,0,0,0,1,5.0,0,0,0,0,0,0,0,Low
5,0,1,0,0,0,0,0,9,0,0,0.0,0,1,1,0,0,0,0,Low
25,0,2,0,0,0,0,0,0,0,0,0.0,0,1,3,0,0,1,1,High
23,0,2,1,0,1,32,11,0,0,0,0.0,0,1,1,0,1,1,1,High
23,0,1,0,0,0,0,0,129,0,0,0.0,0,1,1,0,0,1,1,High
19,0,2,0,0,1,0,0,0,0,1,2.0,3,2,1,0,0,1,1,High
11,0,1,1,0,0,12,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
16,1,2,0,0,0,0,0,36,0,0,0.0,0,1,1,0,0,0,0,Low
27,1,2,0,0,0,0,0,92,0,0,0.0,0,0,0,0,0,1,1,High
15,0,2,0,0,0,0,0,76,0,0,0.0,0,0,0,0,0,1,1,High
10,0,2,0,0,0,29,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
3,0,1,1,0,0,14,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
21,0,2,1,0,0,0,0,0,0,0,0.0,0,2,1,0,1,1,1,High
0,0,2,0,0,0,5,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
12,0,3,1,0,0,100,0,17,0,0,0.0,0,2,1,0,0,1,1,High
15,0,2,1,0,1,0,0,108,0,0,0.0,0,0,0,0,0,1,1,High
19,1,2,0,0,0,2,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
15,0,3,0,0,0,0,0,82,0,0,0.0,0,4,1,0,0,1,1,High
22,0,3,0,0,0,8,2,58,1,0,0.0,0,1,1,0,0,1,1,High
10,0,2,0,0,0,0,0,85,0,0,0.0,0,0,0,0,0,1,1,High
5,0,3,1,0,0,0,0,36,0,0,0.0,0,1,1,0,0,0,0,Low
15,0,2,1,0,1,0,0,78,0,0,0.0,0,0,0,0,0,1,1,High
9,0,2,1,0,0,67,27,0,0,0,0.0,0,2,1,0,0,1,1,High
15,1,4,0,0,0,2,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
23,0,1,0,0,0,32,0,0,0,0,0.0,0,1,1,0,0,1,1,High
11,0,3,0,0,0,9,1,0,0,0,0.0,0,0,0,0,0,0,0,Low
17,0,2,0,0,0,54,0,72,0,0,0.0,0,1,1,0,0,1,1,High
1,0,3,0,0,0,0,0,82,1,0,0.0,0,0,0,0,0,1,1,High
2,0,2,0,0,1,131,0,0,0,0,0.0,0,2,1,0,0,1,1,High
8,0,2,0,0,1,11,0,4,0,0,0.0,0,0,0,0,0,0,0,Low
20,0,3,1,0,0,147,97,0,0,0,0.0,0,2,1,0,0,1,1,High
10,0,2,0,0,0,80,52,127,0,0,0.0,0,2,2,0,1,1,1,High
4,0,2,0,0,0,61,0,10,0,0,0.0,0,0,0,0,0,0,0,Medium
15,0,2,0,0,0,0,0,65,0,0,0.0,0,1,1,0,0,1,1,High
2,0,3,0,0,0,0,0,81,1,0,0.0,0,1,1,0,1,1,1,High
9,0,2,1,0,0,18,0,0,0,0,0.0,0,2,1,0,0,1,1,High
17,0,1,1,0,0,75,0,0,0,0,0.0,0,0,0,0,0,1,1,High
13,0,3,0,0,0,0,0,86,0,0,0.0,0,2,1,0,0,1,1,High
26,0,2,0,0,0,0,0,6,0,0,0.0,0,0,0,0,0,0,1,High
20,0,3,1,0,0,8,3,0,0,0,0.0,0,0,0,0,0,1,1,High
19,0,1,0,0,0,0,0,34,1,0,0.0,0,1,1,0,0,1,1,High
2,0,3,0,0,0,0,0,82,0,0,0.0,0,2,1,0,0,1,1,High
9,0,3,0,0,0,13,4,0,0,0,0.0,0,0,0,0,0,0,0,Low
14,0,2,0,0,0,26,8,0,0,0,0.0,0,1,3,0,1,1,1,High
5,0,1,0,0,0,10,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
26,0,2,0,0,0,4,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
16,0,1,0,0,0,44,0,5,0,0,0.0,0,2,1,0,0,0,0,Low
23,0,1,0,0,0,0,0,0,0,1,8.0,0,0,0,0,0,1,1,High
19,0,1,0,0,0,121,0,45,0,0,0.0,0,0,0,0,0,1,1,High
1,1,2,1,0,0,57,0,120,0,0,0.0,0,0,0,0,0,1,1,High
2,0,3,0,0,0,0,0,85,1,0,0.0,0,0,0,0,0,1,1,High
8,1,3,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,Low
8,0,2,0,0,0,11,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
17,0,2,0,0,0,55,0,3,0,0,0.0,0,1,1,0,0,1,1,High
1,0,1,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
9,1,1,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
13,0,2,0,0,0,0,0,70,0,0,0.0,0,1,1,0,0,1,1,High
18,0,1,0,0,1,31,6,0,0,0,0.0,0,1,1,0,0,0,0,Low
21,0,1,0,0,0,29,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
7,1,2,0,0,0,57,0,0,0,0,0.0,0,1,1,0,0,1,1,High
13,0,1,0,0,0,8,2,0,0,0,0.0,0,0,0,0,0,0,0,Low
3,0,3,0,0,0,5,1,0,0,0,0.0,0,0,0,0,0,0,0,Low
16,0,2,0,0,0,0,0,58,0,0,0.0,0,2,1,0,0,1,1,High
9,1,3,0,0,0,0,0,0,0,0,0.0,0,1,3,0,0,1,1,High
4,0,1,0,0,0,0,0,103,0,0,0.0,0,1,1,0,0,1,1,High
6,0,2,0,0,0,37,0,26,0,0,0.0,0,1,1,0,0,1,1,High
6,0,2,0,0,0,0,0,8,0,0,0.0,0,0,0,0,0,0,0,Low
7,0,2,1,0,0,3,0,8,0,0,0.0,0,2,1,0,0,0,0,Low
19,1,2,1,0,0,0,0,107,0,0,0.0,0,3,1,0,0,1,1,High
18,0,2,0,0,0,0,0,8,0,0,0.0,0,1,1,0,0,0,0,Low
4,0,3,1,0,0,4,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
18,0,1,0,0,0,45,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
18,1,1,1,0,0,29,0,0,0,0,0.0,0,4,1,0,0,1,1,High
21,0,2,0,0,1,0,0,34,0,0,0.0,0,0,0,0,0,0,0,Low
17,0,2,0,0,0,15,9,54,0,0,0.0,0,1,1,0,0,1,1,High
26,0,3,0,0,0,0,0,103,0,0,0.0,0,1,1,0,0,1,1,High
27,1,2,0,0,0,74,0,2,0,0,0.0,0,1,1,0,0,1,1,High
24,0,1,0,0,0,33,14,0,0,0,0.0,0,1,1,0,0,1,1,High
17,0,1,1,0,1,16,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
16,0,2,0,0,0,30,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
3,0,1,0,0,0,55,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
9,0,2,1,0,0,23,0,0,0,0,0.0,0,0,0,0,0,1,1,High
15,0,2,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,1,High
24,0,1,0,0,0,94,62,44,0,0,0.0,0,1,1,0,0,1,1,High
25,0,2,0,0,1,0,0,35,0,0,0.0,0,1,1,0,0,0,0,Low
14,0,2,0,0,1,0,0,0,0,0,0.0,0,1,1,0,1,1,1,High
6,0,3,1,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
1,1,2,0,0,0,54,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
2,0,3,0,0,0,0,0,64,0,0,0.0,0,2,1,0,0,1,1,High
14,0,2,0,0,0,0,0,105,1,0,0.0,0,4,1,0,0,1,1,High
9,0,2,0,0,0,9,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
11,0,2,0,0,1,3,0,38,0,0,0.0,0,1,1,0,0,0,0,Low
8,0,2,0,0,0,46,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
7,0,1,0,0,0,7,0,0,0,0,0.0,0,1,1,0,1,0,0,Low
1,0,2,1,0,0,0,0,46,0,0,0.0,0,1,1,0,0,0,0,Low
10,1,3,1,0,0,20,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
13,0,3,0,0,0,0,0,73,1,0,0.0,0,1,1,0,1,1,1,High
22,0,2,0,0,0,9,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
23,0,3,1,0,0,0,0,39,0,0,0.0,0,1,1,0,0,0,0,Low
19,0,3,0,0,0,0,0,38,0,0,0.0,0,2,1,0,0,0,0,Low
12,0,1,1,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
8,1,1,0,0,0,0,0,39,0,0,0.0,0,0,0,0,0,0,0,Low
9,0,2,0,0,0,0,0,3,0,0,0.0,0,1,1,0,0,0,0,Low
12,0,1,0,0,1,11,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
13,0,1,0,0,0,116,0,0,0,0,0.0,0,2,1,0,1,1,1,High
12,0,3,1,0,0,29,0,0,0,0,0.0,0,1,1,0,0,1,1,High
3,0,1,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
11,0,3,1,0,1,32,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
13,0,3,0,0,0,15,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
3,0,1,0,0,0,3,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
9,0,1,0,0,0,8,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
13,0,2,0,0,0,16,6,92,0,0,0.0,0,2,1,0,0,1,1,High
11,0,1,1,0,0,0,0,6,0,0,0.0,0,0,0,0,0,0,0,Low
8,0,3,0,0,0,0,0,0,0,0,0.0,0,3,2,0,0,1,1,High
1,0,1,0,0,0,21,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
3,0,2,0,0,0,18,0,0,0,0,0.0,0,4,1,0,0,1,1,High
8,0,1,0,0,1,9,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
11,0,1,0,0,0,14,4,0,0,0,0.0,0,0,0,0,0,1,1,High
4,0,2,0,0,0,2,0,8,0,0,0.0,0,0,0,0,0,0,0,Low
15,0,2,0,0,0,6,3,99,0,0,0.0,0,1,1,0,0,1,1,High
26,0,3,0,0,0,0,0,97,0,0,0.0,0,2,1,0,0,1,1,High
20,0,2,0,0,0,33,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
2,0,2,1,0,0,94,0,0,0,0,0.0,0,2,2,0,0,1,1,High
15,0,2,1,0,1,0,0,85,0,0,0.0,0,1,1,0,0,1,1,High
19,0,2,0,0,0,11,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
9,0,3,0,0,0,0,0,0,0,1,12.0,0,0,0,0,0,0,0,Low
8,0,3,0,0,0,55,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
7,0,3,1,0,0,33,0,0,0,0,0.0,0,1,1,0,1,1,1,High
4,1,1,1,0,0,13,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
4,0,1,0,0,0,0,0,0,0,1,5.0,3,0,0,0,0,1,1,High
18,1,1,1,0,0,212,0,23,0,0,0.0,0,3,1,0,0,1,1,High
10,0,1,0,0,0,19,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
10,0,2,0,0,0,0,0,2,0,0,0.0,0,3,1,0,1,1,1,High
10,0,2,0,0,1,53,0,0,0,0,0.0,0,1,1,0,0,1,1,High
1,0,1,0,0,0,0,0,5,0,0,0.0,0,1,1,0,0,0,0,Low
21,0,2,0,0,0,3,0,33,0,0,0.0,0,1,1,0,0,0,0,Low
10,0,1,0,0,0,15,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
2,0,3,0,0,1,3,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
24,0,1,0,0,1,34,0,0,0,0,0.0,0,1,2,0,0,1,1,High
10,0,2,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,1,1,High
15,0,2,0,0,0,0,0,76,0,0,0.0,0,0,0,0,0,1,1,High
15,0,2,1,0,1,0,0,72,0,0,0.0,0,2,3,0,0,1,1,High
13,0,1,0,0,0,0,0,0,0,1,12.0,0,0,0,0,0,1,1,High
3,0,2,0,0,0,0,0,49,0,0,0.0,0,0,0,0,0,0,0,Low
4,0,2,0,0,0,55,0,0,0,0,0.0,0,1,1,0,0,1,1,High
21,0,1,1,0,0,6,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
14,0,1,0,0,1,6,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
25,0,1,0,0,0,0,0,0,0,1,5.0,1,0,0,0,0,0,0,Low
9,0,2,1,0,0,4,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
21,0,1,0,0,0,28,0,0,0,0,0.0,0,1,1,0,0,0,0,Low
21,0,2,1,0,0,0,0,0,0,0,0.0,0,3,1,0,0,1,1,High
1,0,2,0,0,0,23,0,96,0,0,0.0,0,1,1,0,0,1,1,High
0,1,2,0,0,1,0,0,31,0,0,0.0,0,1,1,0,0,0,0,Low
6,0,2,0,0,0,0,0,88,0,0,0.0,0,1,1,0,0,1,1,High
6,0,2,0,0,0,6,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
15,0,2,0,0,0,0,0,4,0,1,3.0,0,0,0,0,0,0,0,Low
24,0,1,0,0,1,161,89,0,0,0,0.0,0,1,1,0,0,1,1,High
15,0,3,0,0,0,40,15,58,0,0,0.0,0,4,1,0,0,1,1,High
17,0,1,1,0,0,20,0,0,0,0,0.0,0,1,2,0,0,1,1,High
18,1,1,1,0,0,6,0,14,0,0,0.0,0,2,1,0,0,1,1,High
7,0,1,0,0,0,1,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
12,0,3,1,0,0,99,0,14,0,0,0.0,0,1,2,0,0,1,1,High
25,0,2,0,0,0,6,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
25,0,2,0,0,0,0,0,66,0,0,0.0,0,0,0,0,0,1,1,High
10,0,2,0,0,0,0,0,7,0,0,0.0,0,1,1,0,0,0,0,Low
21,0,4,0,0,0,0,0,5,1,0,0.0,0,1,1,0,0,1,1,High
11,0,1,0,0,1,12,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
21,0,2,0,0,0,22,0,0,0,0,0.0,0,2,1,0,0,0,0,Low
4,0,2,0,0,0,69,0,0,0,0,0.0,0,0,0,0,0,1,1,High
18,0,1,0,0,0,43,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
22,0,3,0,0,0,5,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
25,0,1,0,0,0,0,0,0,0,0,0.0,0,1,3,0,1,0,1,High
26,0,2,0,0,0,43,0,0,0,0,0.0,0,0,0,0,0,0,0,Low
13,0,3,0,0,0,0,0,99,0,0,0.0,0,1,1,0,0,1,1,High
15,0,2,0,0,0,22,0,99,0,0,0.0,0,1,1,0,0,1,1,High
1,0,1,0,0,0,0,0,58,0,0,0.0,0,1,1,0,0,0,0,Low
0,0,2,0,0,0,0,0,63,0,0,0.0,0,0,0,0,0,1,1,High
17,0,1,1,0,0,53,0,0,0,0,0.0,0,1,1,0,0,1,1,High
14,0,1,0,0,0,60,0,8,0,0,0.0,0,1,1,0,0,0,0,Low
23,0,1,0,0,1,0,0,15,0,0,0.0,0,2,1,0,0,1,1,High
1,1,2,1,0,0,0,0,0,0,0,0.0,0,3,1,0,0,1,1,High
26,0,2,0,0,0,0,0,25,0,0,0.0,0,1,1,0,0,0,0,Low
16,0,2,0,0,0,0,0,0,0,0,0.0,0,2,1,0,0,1,1,Medium
